timestamp,container,cpu_percent,memory_usage,memory_percent
2026-08-24T14:30:10.350+07:00,spark,333.63%,5.201GiB / 7.678GiB,67.74%
2026-08-24T14:30:10.350+07:00,postgres,0.03%,137.6MiB / 7.678GiB,1.75%
2026-08-24T14:30:13.395+07:00,kafka,8.17%,878.5MiB / 7.678GiB,11.17%
2026-08-24T14:30:13.395+07:00,spark,356.43%,5.203GiB / 7.678GiB,67.76%
2026-08-24T14:30:13.395+07:00,postgres,2.11%,140MiB / 7.678GiB,1.78%
2026-08-24T14:30:16.770+07:00,kafka,10.81%,878.4MiB / 7.678GiB,11.17%
2026-08-24T14:30:16.770+07:00,spark,319.03%,5.207GiB / 7.678GiB,67.81%
2026-08-24T14:30:16.770+07:00,postgres,13.20%,137.3MiB / 7.678GiB,1.75%
2026-08-24T14:30:20.038+07:00,kafka,7.20%,878.9MiB / 7.678GiB,11.18%
2026-08-24T14:30:20.038+07:00,spark,371.98%,5.2GiB / 7.678GiB,67.73%
2026-08-24T14:30:20.038+07:00,postgres,0.00%,141.2MiB / 7.678GiB,1.80%
2026-08-24T14:30:23.076+07:00,kafka,7.42%,878.6MiB / 7.678GiB,11.17%
2026-08-24T14:30:23.076+07:00,spark,311.92%,5.199GiB / 7.678GiB,67.70%
2026-08-24T14:30:23.076+07:00,postgres,0.02%,137.4MiB / 7.678GiB,1.75%
2026-08-24T14:30:26.319+07:00,kafka,6.69%,879.2MiB / 7.678GiB,11.18%
2026-08-24T14:30:26.319+07:00,spark,343.19%,5.194GiB / 7.678GiB,67.64%
2026-08-24T14:30:26.319+07:00,postgres,5.35%,137.2MiB / 7.678GiB,1.75%
2026-08-24T14:30:29.897+07:00,kafka,14.37%,879.6MiB / 7.678GiB,11.19%
2026-08-24T14:30:29.897+07:00,spark,374.51%,5.194GiB / 7.678GiB,67.64%
2026-08-24T14:30:29.897+07:00,postgres,0.02%,137MiB / 7.678GiB,1.74%
2026-08-24T14:30:33.036+07:00,kafka,12.47%,879.2MiB / 7.678GiB,11.18%
2026-08-24T14:30:33.036+07:00,spark,536.33%,5.185GiB / 7.678GiB,67.52%
2026-08-24T14:30:33.036+07:00,postgres,0.89%,141.2MiB / 7.678GiB,1.80%
2026-08-24T14:30:36.135+07:00,kafka,17.24%,879MiB / 7.678GiB,11.18%
2026-08-24T14:30:36.135+07:00,spark,401.77%,5.185GiB / 7.678GiB,67.52%
2026-08-24T14:30:36.135+07:00,postgres,0.03%,137.1MiB / 7.678GiB,1.74%
2026-08-24T14:30:39.635+07:00,kafka,17.40%,879.3MiB / 7.678GiB,11.18%
2026-08-24T14:30:39.635+07:00,spark,354.62%,5.178GiB / 7.678GiB,67.43%
2026-08-24T14:30:39.635+07:00,postgres,14.64%,137.1MiB / 7.678GiB,1.74%
2026-08-24T14:30:42.806+07:00,kafka,12.99%,879.8MiB / 7.678GiB,11.19%
2026-08-24T14:30:42.806+07:00,spark,446.59%,5.176GiB / 7.678GiB,67.41%
2026-08-24T14:30:42.806+07:00,postgres,3.60%,141.3MiB / 7.678GiB,1.80%
2026-08-24T14:30:45.920+07:00,kafka,18.87%,879.4MiB / 7.678GiB,11.18%
